5.33	14.16863549
7.23	18.48584068
9.16	23.48278422
5.29	12.73020693
10.82	25.95962395
9.78	23.07589144
10.52	23.69934531
10.28	24.13566599
8.86	22.00389402
5.97	12.4908383
9.78	23.2560837
7.19	17.7426449
10.28	24.77812359
9.8	23.69385447
6.99	17.93345991
10.06	26.01874401
5.74	13.38365496
6.87	17.1021587
9.26	22.75106213
9.26	23.81261886
5.88	13.93222411
9.47	23.43693652
8.08	20.0900557
8.39	19.59236717
6.19	17.70278723
10.73	26.29344004
6.98	17.55949765
5.11	13.47507928
6.53	16.27313189
5.57	14.07273876
5.46	13.93925603
6.51	16.72078322
7.69	19.42844169
9.26	20.71833014
10.81	28.73156671
9.13	22.33692946
6.36	14.51329682
9.96	23.93541524
9.3	21.44324716
9.8	24.71927091
6.62	18.13471197
7.67	17.46342684
10.82	26.49804328
5.16	12.36503879
7.45	20.1512371
9.58	24.25812922
6.14	15.47541582
10.48	26.06338006
9.25	24.74028356
5.87	15.19776053
10.07	24.54358202
9.56	25.24179717
10.5	25.71573327
9.51	24.0267093
8.52	22.49254274
5.28	11.99558961
6.56	17.13989232
7.1	18.06314849
5.25	11.48078382
8.05	19.2722936
5.34	14.46449945
7.1	19.85340874
10.35	25.94955224
5.35	13.25477591
7.36	19.03209646
6.07	15.80225031
9.31	24.27307122
7.84	18.85565467
10.72	27.38916972
7.6	20.33258103
8.53	22.33905802
7.42	19.67793413
5.04	12.28255727
8.22	20.51139132
10.37	26.60842068
9.22	24.20739209
11	29.3513818
6.49	15.96624745
8.2	20.45888344
5.97	15.5451174
9.55	22.37127196
7.99	20.42175363
9.21	23.82771534
9.87	22.74978451
8.82	22.15554915
8.04	19.78266834
6.02	16.92162009
10.44	24.9570466
10.31	23.7029077
6.13	13.43231831
6.31	16.81309907
8.71	21.20771738
7.62	19.52793124
9.36	24.46744168
6.06	14.59234162
6.28	16.62488738
10.06	25.20358209
6.94	16.30872134
8.39	21.58382568
9.02	22.54133128
8.77	22.49506344
10.28	25.48466027
6.23	15.44795105
9.84	26.23641923
5.49	14.38275204
9.13	22.84226018
7	19.13660388
9.91	23.12740035
9.47	23.52984896
5.16	17.70684739
5.78	19.34996395
6.47	22.6780897
7.08	23.22923335
9.02	26.99115197
9.78	29.43118412
6.62	21.41185719
6.81	23.66083297
8.79	27.93496994
9.78	27.93703742
10.16	29.72544038
5.71	17.92238738
7.26	23.02295655
6.59	22.69082419
10.18	29.54675787
8.26	24.52912496
7	23.51869544
7.77	25.63559333
8.79	27.12301412
6.92	22.95619148
8.58	25.61789755
